,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,Region Name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State
103,SO - 0004109,2014-01-03,160,Wholesale,USD,AXW291,179,13,9,1989.9,17909.100000000002,1591.92,Browsebug Company,Product 13,San Jose,Santa Clara County,CA,California,City,37.33939,-121.89496,408,1026908,314297,84647,459749746,7803332,America/Los Angeles,California
104,SO - 0004622,2014-01-03,15,Wholesale,USD,GUT930,421,3,11,2318.2000000000003,25500.200000000004,1947.2880000000002,Centizu Company,Product 3,Joliet,Kendall County/Will County,IL,Illinois,City,41.5177,-88.14885,815,147861,46895,60976,166876584,1718805,America/Chicago,Illinois
105,SO - 0004965,2014-01-03,68,Distributor,USD,AXW291,541,4,7,3825.7000000000003,26779.9,1874.593,True Ltd,Product 4,Brookline (CDP),Norfolk County,MA,Massachusetts,CDP,42.33176,-71.12116,857,59016,25324,95518,17508399,184972,America/New York,Massachusetts
106,SO - 0005431,2014-01-03,165,Wholesale,USD,NXH382,811,20,5,5514.1,27570.5,2536.4860000000003,Buzzshare Company,Product 20,Gresham,Multnomah County,OR,Oregon,City,45.49818,-122.43148,503,110553,38773,46956,60342997,532750,America/Los Angeles,Oregon
107,SO - 0007483,2014-01-03,169,Distributor,USD,NXH382,539,25,9,944.7,8502.300000000001,566.82,Fivebridge Ltd,Product 25,Brockton,Plymouth County,MA,Massachusetts,City,42.08343,-71.01838,774,95314,32764,47557,55219911,507124,America/New York,Massachusetts
108,SO - 0009671,2014-01-03,98,Distributor,USD,AXW291,426,5,7,1105.5,7738.5,928.62,Natures Group,Product 5,Lockport (Township),Will County,IL,Illinois,Township,41.59625,-88.08915,815,60056,20428,60827,93102197,1608475,America/Chicago,Illinois
109,SO - 000187,2014-01-03,136,Wholesale,USD,FLR025,507,13,5,891.1,4455.5,632.681,Bath Group,Product 13,Portage,St. Joseph County,IN,Indiana,Township,41.66997,-86.27628,574,93008,32714,33567,89259849,1139710,America/Indiana/Indianapolis,Indiana
110,SO - 000198,2014-01-03,19,Export,USD,FLR025,227,30,11,2472.3,27195.300000000003,1433.934,Roberts Company,Product 30,Broomfield,Broomfield County,CO,Colorado,City,39.92054,-105.08665,303,65065,23531,81898,85478497,1411781,America/Denver,Colorado
111,SO - 0003309,2014-01-03,146,Export,USD,AXW291,617,19,7,2351.7000000000003,16461.9,1622.673,Vimbo Company,Product 19,Burnsville,Dakota County,MN,Minnesota,City,44.76774,-93.27772,952,61481,24856,63649,64360143,5229703,America/Chicago,Minnesota
112,SO - 0003348,2014-01-03,8,Wholesale,USD,AXW291,488,8,12,884.4,10612.8,477.576,Amerisourc Corp,Product 8,Greenwood,Johnson County,IN,Indiana,City,39.61366,-86.10665,317,55586,20975,54176,72276415,1883,America/Indiana/Indianapolis,Indiana
113,SO - 0003548,2014-01-03,173,Export,USD,NXH382,678,26,7,1172.5,8207.5,644.875,H Ltd,Product 26,Bayonne,Hudson County,NJ,New Jersey,City,40.66871,-74.11431,551,66311,25474,54413,15077580,13644570,America/New York,New Jersey
114,SO - 0004273,2014-01-03,9,Wholesale,USD,NXH382,883,13,8,3832.4,30659.2,3219.216,Walgreen Corp,Product 13,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,512,63716,22665,63041,134870286,5860683,America/Chicago,Texas
115,SO - 0005395,2014-01-03,112,Distributor,USD,FLR025,369,25,9,1011.7,9105.300000000001,536.201,Skiptube Ltd,Product 25,Ames,Story County,IA,Iowa,City,42.03471,-93.61994,515,65060,24004,41616,64894500,521634,America/Chicago,Iowa
116,SO - 0010342,2014-01-03,71,Wholesale,USD,AXW291,301,5,9,1916.2,17245.8,1034.748,Remedy Ltd,Product 5,Hollywood,Broward County,FL,Florida,City,26.0112,-80.14949,954,149728,55823,46791,70639073,8937087,America/New York,Florida
117,SO - 0008833,2014-01-03,126,Wholesale,USD,NXH382,292,4,10,6371.7,63717.0,2803.548,Rhynoodle Ltd,Product 4,Deerfield Beach,Broward County,FL,Florida,City,26.31841,-80.09977,954,79768,31915,40626,39084365,2996502,America/New York,Florida
118,SO - 0008201,2014-01-03,105,Distributor,USD,AXW291,150,26,8,3356.7000000000003,26853.600000000002,1879.7520000000004,Oozz Group,Product 26,Perris,Riverside County,CA,California,City,33.78252,-117.22865,951,74971,16297,49325,81742547,284236,America/Los Angeles,California
119,SO - 0008587,2014-01-03,25,Wholesale,USD,FLR025,528,14,5,227.8,1139.0,186.796,Zoonoodle Ltd,Product 14,Louisville,Jefferson County,KY,Kentucky,City,38.25424,-85.75941,502,760026,0,0,159116437,12579358,America/New York,Kentucky
120,SO - 0009558,2014-01-03,108,Distributor,USD,NXH382,223,22,10,1232.8,12328.0,862.9599999999999,Vitz Company,Product 22,Yucaipa,San Bernardino County,CA,California,City,34.03363,-117.04309,909,53328,18198,56452,73532054,0,America/Los Angeles,California
121,SO - 0001941,2014-01-03,160,Distributor,USD,GUT930,582,5,12,1038.5,12462.0,581.5600000000001,Browsebug Company,Product 5,Battle Creek,Calhoun County,MI,Michigan,City,42.32115,-85.17971,269,51589,20629,36882,110327932,2941953,America/Detroit,Michigan
122,SO - 0001966,2014-01-03,174,Wholesale,USD,AXW291,362,3,10,1172.5,11725.0,973.175,Tekfly Group,Product 3,Roswell,Fulton County/Cobb County,GA,Georgia,City,34.03945,-84.35095,770,94501,34697,82150,105445793,3323799,America/New York,Georgia
123,SO - 0002436,2014-01-03,157,Distributor,USD,FLR025,872,27,11,3859.2000000000003,42451.200000000004,1736.64,Flipstorm Group,Product 27,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,972,1300092,477249,43781,882933616,113644009,America/Chicago,Texas
124,SO - 0003555,2014-01-03,120,Distributor,USD,AXW291,476,6,11,1829.1000000000001,20120.100000000002,859.677,Chatterbri Ltd,Product 6,Center,Delaware County,IN,Indiana,Township,40.19153,-85.38601,765,69064,26656,30568,89310342,695523,America/Indiana/Indianapolis,Indiana
125,SO - 0004288,2014-01-03,29,Export,USD,AXW291,190,3,5,221.1,1105.5,152.559,Voolia Ltd,Product 3,Santa Maria,Santa Barbara County,CA,California,City,34.95303,-120.43572,805,105093,27365,50433,59005328,1648788,America/Los Angeles,California
126,SO - 0004460,2014-01-03,108,Wholesale,USD,GUT930,681,20,12,5688.3,68259.6,4152.459,Vitz Company,Product 20,Cherry Hill,Camden County,NJ,New Jersey,Township,39.90461,-74.997,856,71340,26067,92185,62351899,316423,America/New York,New Jersey
127,SO - 0004900,2014-01-03,114,Wholesale,USD,GUT930,744,2,10,2405.3,24053.0,986.173,Terumo Corp,Product 2,Hamburg (Town),Erie County,NY,New York,Town,42.73911,-78.85713,716,58022,23895,62383,107025337,71731,America/New York,New York
128,SO - 0005729,2014-01-03,146,Wholesale,USD,NXH382,611,13,10,3825.7000000000003,38257.0,1836.336,Vimbo Company,Product 13,Wyoming,Kent County,MI,Michigan,City,42.91336,-85.70531,616,75275,27602,46849,63691821,628737,America/Detroit,Michigan
129,SO - 0005909,2014-01-03,4,Wholesale,USD,AXW291,779,17,9,3859.2000000000003,34732.8,1813.824,Eire Corp,Product 17,Colerain,Hamilton County,OH,Ohio,Township,39.25479,-84.62414,513,58838,22193,56299,110938846,901289,America/New York,Ohio
130,SO - 0008255,2014-01-03,88,Wholesale,USD,AXW291,161,30,6,5681.6,34089.600000000006,4090.752,Twitterbri Ltd,Product 30,Redding,Shasta County,CA,California,City,40.58654,-122.39168,530,91582,35436,43341,154485022,3957246,America/Los Angeles,California
131,SO - 000105,2014-01-03,143,Wholesale,USD,AXW291,804,13,6,1822.4,10934.400000000001,1476.1440000000002,Mita Corp,Product 13,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,OK,Oklahoma,City,36.12795,-95.90232,918,403505,164471,42284,509834953,10955689,America/Chicago,Oklahoma
132,SO - 0003563,2014-01-03,160,Wholesale,USD,GUT930,202,1,12,1165.8,13989.599999999999,827.718,Browsebug Company,Product 1,Torrance,Los Angeles County,CA,California,City,33.83585,-118.34063,424,148475,55377,79549,53038407,194217,America/Los Angeles,California
133,SO - 0004526,2014-01-03,175,Export,USD,FLR025,952,5,5,3993.2000000000003,19966.0,2635.512,SHISEIDO Ltd,Product 5,Richmond,Richmond city,VA,Virginia,City,37.55376,-77.46026,804,220289,87224,40758,154942138,6879776,America/New York,Virginia
134,SO - 0010280,2014-01-03,124,Export,USD,NXH382,66,18,8,1058.6000000000001,8468.800000000001,529.3000000000001,Roomm Company,Product 18,Compton,Los Angeles County,CA,California,City,33.89585,-118.22007,424,98462,23551,43507,25973637,227893,America/Los Angeles,California
135,SO - 0010404,2014-01-03,45,Wholesale,USD,AXW291,62,19,12,2472.3,29667.600000000002,1236.15,State Ltd,Product 19,Chula Vista,San Diego County,CA,California,City,32.64,-117.08417,619,265757,78066,65185,128544440,6380135,America/Los Angeles,California
136,SO - 0009276,2014-01-03,175,Distributor,USD,GUT930,790,3,7,1688.4,11818.800000000001,1215.648,SHISEIDO Ltd,Product 3,Plain,Stark County,OH,Ohio,Township,40.8686,-81.36892,330,52710,21793,53010,70706745,423066,America/New York,Ohio
137,SO - 000450,2014-01-04,47,Wholesale,USD,AXW291,378,25,7,1078.7,7550.900000000001,906.1080000000001,Gigabox Group,Product 25,Waterloo,Black Hawk County,IA,Iowa,City,42.49276,-92.34296,319,68460,28430,41933,159034208,4720453,America/Chicago,Iowa
138,SO - 0001724,2014-01-04,88,Wholesale,USD,AXW291,462,25,11,1038.5,11423.5,633.485,Twitterbri Ltd,Product 25,Warren,Lake County,IL,Illinois,Township,42.37285,-87.94653,847,64505,23406,80585,93183939,2038971,America/Chicago,Illinois
139,SO - 0002078,2014-01-04,50,Wholesale,USD,AXW291,119,29,5,3999.9,19999.5,3279.9179999999997,Wordtune Company,Product 29,Lodi,San Joaquin County,CA,California,City,38.1302,-121.27245,209,64596,22423,49316,35406139,553120,America/Los Angeles,California
140,SO - 0002795,2014-01-04,111,Wholesale,USD,AXW291,115,26,12,3872.6,46471.2,2517.19,Buzzbean Group,Product 26,Lakewood,Los Angeles County,CA,California,City,33.85363,-118.13396,562,81611,26083,79193,24394508,133056,America/Los Angeles,California
141,SO - 0004247,2014-01-04,56,Export,USD,AXW291,173,24,6,3879.3,23275.800000000003,2056.029,Realpoint Corp,Product 24,Salinas,Monterey County,CA,California,City,36.67774,-121.6555,831,157380,40892,49840,61150707,98696,America/Los Angeles,California
142,SO - 0004592,2014-01-04,21,Wholesale,USD,AXW291,48,12,12,5406.900000000001,64882.8,3676.6920000000005,Viva Ltd,Product 12,Bellflower,Los Angeles County,CA,California,City,33.88168,-118.11701,562,78441,23176,48823,15845460,138188,America/Los Angeles,California
143,SO - 0005716,2014-01-04,7,Wholesale,USD,AXW291,712,20,12,234.5,2814.0,189.94500000000002,Skidoo Company,Product 20,Vineland,Cumberland County,NJ,New Jersey,City,39.48623,-75.02573,856,60818,20825,49453,177137138,1541990,America/New York,New Jersey
144,SO - 0006790,2014-01-04,100,Wholesale,USD,AXW291,531,12,10,2532.6,25326.0,1696.842,Aibox Company,Product 12,Bossier City,Bossier Parish,LA,Louisiana,City,32.51599,-93.73212,318,68094,25540,47342,111133147,2556414,America/Chicago,Louisiana
145,SO - 0006962,2014-01-04,126,Distributor,USD,AXW291,559,4,9,2720.2000000000003,24481.800000000003,1251.2920000000001,Rhynoodle Ltd,Product 4,Somerville,Middlesex County,MA,Massachusetts,City,42.3876,-71.0995,857,80318,32181,73106,10677911,258982,America/New York,Massachusetts
146,SO - 0007587,2014-01-04,134,Export,USD,AXW291,216,13,10,2391.9,23919.0,1363.383,Quimm Company,Product 13,West Covina,Los Angeles County,CA,California,City,34.06862,-117.93895,626,108484,30816,69189,41546642,124507,America/Los Angeles,California
147,SO - 0008464,2014-01-04,44,Distributor,USD,GUT930,466,15,5,3852.5,19262.5,1695.1,Fivechat Company,Product 15,Wheatland,Will County,IL,Illinois,Township,41.68178,-88.20282,630,83950,24542,128509,91886783,881658,America/Chicago,Illinois
148,SO - 0008999,2014-01-04,126,Distributor,USD,AXW291,743,15,8,5601.2,44809.6,2632.564,Rhynoodle Ltd,Product 15,Greenburgh,Westchester County,NY,New York,Town,41.02928,-73.84285,914,92029,32764,115754,78500191,15034965,America/New York,New York
149,SO - 0001629,2014-01-04,116,Distributor,USD,NXH382,749,13,8,2787.2000000000003,22297.600000000002,1254.2400000000002,Epic Group,Product 13,Irondequoit (CDP),Monroe County,NY,New York,CDP,43.2134,-77.57972,716,51594,22203,54275,38824918,4747986,America/New York,New York
150,SO - 0004196,2014-01-04,11,Distributor,USD,GUT930,397,1,6,1011.7,6070.200000000001,829.5939999999999,Voonyx Group,Product 1,Bloomington City,McLean County,IL,Illinois,Township,40.47578,-88.96991,309,78292,31110,62254,70308044,24508,America/Chicago,Illinois
151,SO - 0004344,2014-01-04,45,Distributor,USD,AXW291,899,6,8,5447.1,43576.8,2723.55,State Ltd,Product 6,Midland,Martin County/Midland County,TX,Texas,City,32.02464,-102.11347,432,132950,43214,69173,192622240,460027,America/Chicago,Texas
152,SO - 0004511,2014-01-04,17,Distributor,USD,AXW291,743,28,10,1239.5,12395.0,942.02,Liberty Group,Product 28,Greenburgh,Westchester County,NY,New York,Town,41.02928,-73.84285,914,92029,32764,115754,78500191,15034965,America/New York,New York
153,SO - 0006153,2014-01-04,80,Wholesale,USD,AXW291,89,18,11,1078.7,11865.7,852.1730000000001,Realbuzz Ltd,Product 18,Fountain Valley,Orange County,CA,California,City,33.70918,-117.95367,657,56987,18842,82367,23497244,33638,America/Los Angeles,California
154,SO - 0006716,2014-01-04,131,Distributor,USD,AXW291,632,26,8,207.70000000000002,1661.6000000000001,93.465,Rooxo Company,Product 26,Blue Springs,Jackson County,MO,Missouri,City,39.01695,-94.28161,816,54148,19132,63753,57890712,199618,America/Chicago,Missouri
155,SO - 0007510,2014-01-04,131,Wholesale,USD,AXW291,710,5,9,3035.1,27315.899999999998,1335.444,Rooxo Company,Product 5,Union,Union County,NJ,New Jersey,Township,40.69527,-74.26908,908,58128,20522,75742,23441475,81707,America/New York,New Jersey
156,SO - 0010159,2014-01-04,60,Export,USD,GUT930,16,25,9,2485.7000000000003,22371.300000000003,1043.9940000000001,BTA Corp,Product 25,Rogers,Benton County,AR,Arkansas,City,36.33202,-94.11854,501,63159,21295,52943,98229307,452140,America/Chicago,Arkansas
157,SO - 0010333,2014-01-04,52,Export,USD,AXW291,429,4,9,1005.0,9045.0,663.3000000000001,Avamba Company,Product 4,Milton,DuPage County,IL,Illinois,Township,41.85857,-88.08948,630,118844,43510,84039,88967140,2353781,America/Chicago,Illinois
158,SO - 0009096,2014-01-04,94,Wholesale,USD,AXW291,400,25,9,5594.5,50350.5,4083.985,Browsetype Corp,Product 25,Capital,Sangamon County,IL,Illinois,Township,39.79106,-89.64457,217,116358,50476,49925,154319522,16272442,America/Chicago,Illinois
159,SO - 000725,2014-01-04,89,Wholesale,USD,AXW291,274,26,9,2512.5,22612.5,1658.25,Internatio Company,Product 26,West Hartford (CDP),Hartford County,CT,Connecticut,CDP,41.76204,-72.74204,959,63396,24935,86569,56558781,1097890,America/New York,Connecticut
160,SO - 0002445,2014-01-04,67,Distributor,USD,AXW291,981,13,11,1005.0,11055.0,814.0500000000001,Skyble Corp,Product 13,Appleton,Outagamie County/Calumet County/Winnebago County,WI,Wisconsin,City,44.27795,-88.38826,920,74139,28447,53588,63411082,1264402,America/Chicago,Wisconsin
161,SO - 0002523,2014-01-04,15,Export,USD,AXW291,799,1,5,3999.9,19999.5,1639.9589999999998,Centizu Company,Product 1,Lawton,Comanche County,OK,Oklahoma,City,34.60869,-98.39033,580,96655,33255,42493,209876261,0,America/Chicago,Oklahoma
162,SO - 0003936,2014-01-04,29,Wholesale,USD,FLR025,693,21,10,2003.3,20033.0,1282.112,Voolia Ltd,Product 21,Jersey City,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,551,264290,99058,59537,38318201,16417392,America/New York,New Jersey
163,SO - 0006597,2014-01-04,62,Export,USD,NXH382,416,24,5,1922.9,9614.5,1538.3200000000002,Topiczoom Corp,Product 24,Evanston (Township),Cook County,IL,Illinois,Township,42.04639,-87.69435,847,75527,29263,70041,20148542,57390,America/Chicago,Illinois
164,SO - 0008954,2014-01-04,126,Distributor,USD,AXW291,731,19,10,3939.6,39396.0,3348.66,Rhynoodle Ltd,Product 19,Amherst,Erie County,NY,New York,Town,43.01164,-78.75715,716,125109,49558,68294,137777476,1003270,America/New York,New York
165,SO - 0008682,2014-01-04,135,Wholesale,USD,AXW291,276,4,8,3819.0,30552.0,2635.1099999999997,Kaymbo Company,Product 4,West Haven (Town),New Haven County,CT,Connecticut,Town,41.27212,-72.9675,203,54927,20137,50846,27834890,439572,America/New York,Connecticut
166,SO - 0009909,2014-01-04,45,Wholesale,USD,AXW291,355,25,10,1045.2,10452.0,679.3800000000001,State Ltd,Product 25,Atlanta,DeKalb County/Fulton County,GA,Georgia,City,33.76291,-84.42267,678,463878,185820,47527,345684978,2311315,America/New York,Georgia
167,SO - 0010192,2014-01-04,29,Wholesale,USD,AXW291,432,29,11,1031.8,11349.8,567.49,Voolia Ltd,Product 29,Naperville (Township),DuPage County,IL,Illinois,Township,41.76635,-88.2009,630,102708,37133,88282,90385339,2423679,America/Chicago,Illinois
168,SO - 0002164,2014-01-04,95,Wholesale,USD,AXW291,941,6,11,3772.1,41493.1,3093.122,Realbridge Corp,Product 6,Centreville,Fairfax County,VA,Virginia,CDP,38.84039,-77.42888,571,73677,24618,105278,30936668,299660,America/New York,Virginia
169,SO - 0004885,2014-01-04,2,Distributor,USD,FLR025,121,2,8,1139.0,9112.0,501.16,Jaxbean Group,Product 2,Los Angeles,Los Angeles County,CA,California,City,34.05223,-118.24368,213,3971883,1342761,50205,1214027148,88124562,America/Los Angeles,California
170,SO - 0005897,2014-01-04,41,Wholesale,USD,FLR025,643,2,12,857.6,10291.2,548.864,Pixoboo Corp,Product 2,St. Louis,St. Louis city,MO,Missouri,City,38.62727,-90.19789,314,315685,139555,35599,160458044,10670040,America/Chicago,Missouri
171,SO - 0010083,2014-01-04,30,Distributor,USD,AXW291,347,6,10,1192.6000000000001,11926.000000000002,954.0800000000002,Shuffledri Group,Product 6,The Villages,Sumter County/Marion County,FL,Florida,CDP,28.89895,-81.99374,352,61046,36306,56672,81159020,3246650,America/New York,Florida
172,SO - 0010369,2014-01-04,100,Wholesale,USD,NXH382,104,14,11,6492.3,71415.3,3895.38,Aibox Company,Product 14,Highland,San Bernardino County,CA,California,City,34.12834,-117.20865,909,54854,15289,53851,48574930,348871,America/Los Angeles,California
173,SO - 0001080,2014-01-04,111,Distributor,USD,FLR025,185,26,7,3886.0,27202.0,2215.02,Buzzbean Group,Product 26,Santa Ana,Orange County,CA,California,City,33.74557,-117.86783,949,335400,74757,52253,70306781,638460,America/Los Angeles,California
174,SO - 0001979,2014-01-04,51,Distributor,USD,GUT930,78,2,12,1835.8,22029.6,1193.27,Yombu Corp,Product 2,Eastvale,Riverside County,CA,California,City,33.96358,-117.56418,951,59039,13189,110927,32797626,1164576,America/Los Angeles,California
175,SO - 0003540,2014-01-04,25,Export,USD,GUT930,431,4,5,1078.7,5393.5,528.563,Zoonoodle Ltd,Product 4,Naperville,Will County/DuPage County,IL,Illinois,City,41.74917,-88.16202,630,147100,50073,109468,100155901,1471160,America/Chicago,Illinois
176,SO - 0005049,2014-01-04,148,Export,USD,NXH382,955,2,10,3343.3,33433.0,2240.0110000000004,Jabbercube Corp,Product 2,Virginia Beach,Virginia Beach city,VA,Virginia,City,36.85293,-75.97799,757,452745,166242,66634,633821720,654694207,America/New York,Virginia
177,SO - 0006302,2014-01-04,63,Export,USD,AXW291,540,18,10,3953.0,39530.0,3360.0499999999997,Pfizer Corp,Product 18,Brookline,Norfolk County,MA,Massachusetts,Town,42.32385,-71.142,857,59195,25324,95518,17508399,184972,America/New York,Massachusetts
178,SO - 0006801,2014-01-04,37,Distributor,USD,AXW291,492,26,9,1072.0,9648.0,621.76,Mycone Ltd,Product 26,Jeffersonville (Township),Clark County,IN,Indiana,Township,38.31459,-85.73894,812,60853,24048,44987,68815549,831036,America/Kentucky/Louisville,Indiana
179,SO - 0007533,2014-01-04,117,Wholesale,USD,AXW291,969,4,6,2371.8,14230.800000000001,1209.6180000000002,ALK-Abello Ltd,Product 4,Redmond,King County,WA,Washington,City,47.67399,-122.12151,425,60598,23389,103409,42671236,27137,America/Los Angeles,Washington
